序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5440,688326,经纬恒润-W,104.0,-3.88,-4.2,19466.0,203165684.0,4.32,107.12,102.45,107.12,108.2,0.97,2.45,-22.82,2.91,12477504000.0,8277294584.0,0.08,0.1,8.04,23.66
5441,300493,润欣科技,26.24,-3.88,-1.06,654345.0,1717703471.04,5.42,27.3,25.82,27.3,27.3,0.92,13.06,271.65,12.54,13449969233.0,13146057553.0,-0.04,0.08,71.84,-6.72
5442,600186,莲花控股,6.91,-3.89,-0.28,2006086.0,1392077430.0,3.06,7.07,6.85,7.06,7.19,0.83,11.23,56.32,7.23,12400493494.0,12346169147.0,0.14,0.0,42.47,21.23
5443,300634,彩讯股份,31.26,-3.9,-1.27,436905.0,1366779530.84,6.79,32.86,30.65,32.83,32.53,0.81,10.05,54.2,5.21,14104852734.0,13588124934.0,-0.03,-0.06,41.06,43.39
5444,300214,日科化学,7.38,-3.91,-0.3,644419.0,482383153.85,9.77,7.9,7.15,7.88,7.68,2.71,15.97,-49.2,1.39,3432900091.0,2978301110.0,1.1,0.27,14.77,32.02
5445,301510,固高科技,48.02,-3.92,-1.96,409761.0,2016374300.46,11.4,52.3,46.6,51.1,49.98,1.22,14.61,492.97,14.17,19208480200.0,13464842574.0,0.25,0.23,74.75,83.98
5446,603666,亿嘉和,38.03,-3.94,-1.56,222657.0,849018539.0,8.59,40.0,36.6,40.0,39.59,1.13,10.78,-73.41,3.42,7852845732.0,7852845732.0,0.08,0.61,48.09,55.8
5447,001212,中旗新材,23.11,-3.95,-0.95,38893.0,91343390.36,4.82,24.1,22.94,23.95,24.06,1.56,3.8,56.07,1.78,2813492724.0,2366002239.0,0.04,0.09,-7.89,-1.15
5448,300002,神州泰岳,15.25,-3.97,-0.63,1606008.0,2472255930.57,4.35,15.75,15.06,15.68,15.88,0.97,8.82,20.78,4.26,29929115549.0,27764599982.0,-0.13,0.0,19.89,31.58
5449,001283,豪鹏科技,63.8,-3.97,-2.64,28823.0,182490329.0,6.38,66.44,62.2,66.13,66.44,1.53,4.98,50.6,2.31,5231353541.0,3691195000.0,-0.03,0.0,30.42,10.21
5450,301001,凯淳股份,36.73,-3.97,-1.52,43605.0,161236183.0,4.68,37.99,36.2,37.72,38.25,0.79,8.67,471.2,3.62,2938400000.0,1847519000.0,0.0,0.0,19.49,4.94
5451,837344,三元基因,21.24,-3.98,-0.88,21292.0,45950131.49,8.32,22.8,20.96,22.09,22.12,0.92,1.87,163.69,4.24,2587244400.0,2412031307.0,-0.84,-0.89,-6.92,19.39
5452,831526,凯华材料,31.08,-3.99,-1.29,22693.0,71902428.37,5.0,32.5,30.88,32.29,32.37,0.96,4.33,110.25,11.85,2570316000.0,1627581465.0,0.19,-0.22,-16.02,19.81
5453,603211,晋拓股份,19.02,-3.99,-0.79,135382.0,258836576.0,4.29,19.76,18.91,19.76,19.81,0.6,19.92,90.02,4.38,5169788160.0,1292447040.0,0.0,0.05,6.32,26.8
5454,688078,龙软科技,37.92,-4.0,-1.58,36708.0,139128372.0,4.18,39.0,37.35,39.0,39.5,0.76,5.04,42.26,3.65,2764102560.0,2764102560.0,0.0,-0.05,31.35,44.68
5455,300793,佳禾智能,19.68,-4.0,-0.82,478073.0,939309058.95,2.93,20.0,19.4,19.78,20.5,1.13,12.85,77.89,2.48,7488700807.0,7322237527.0,0.05,0.15,14.75,-0.15
5456,600996,贵广网络,9.09,-4.01,-0.38,284875.0,261347864.0,4.22,9.45,9.05,9.4,9.47,1.13,2.33,-12.28,3.26,11126376624.0,11126376624.0,-0.11,-0.11,-7.34,6.32
5457,001318,阳光乳业,11.45,-4.02,-0.48,102919.0,119616692.74,4.36,11.97,11.45,11.93,11.93,1.52,13.36,28.4,2.35,3236457000.0,882337000.0,-0.09,0.0,-0.87,0.7
5458,301383,天键股份,55.23,-4.05,-2.33,75311.0,418625115.28,5.0,57.66,54.78,57.66,57.56,0.91,10.72,40.22,4.47,8995310100.0,3880307918.0,-0.22,-0.25,49.15,4.9
5459,003005,竞业达,39.06,-4.05,-1.65,94221.0,372036502.36,4.5,40.5,38.67,40.0,40.71,0.64,12.76,198.93,3.46,6455744501.0,2883451463.0,0.03,0.03,35.77,44.03
5460,430425,乐创技术,24.8,-4.06,-1.05,45768.0,113973042.62,5.34,25.54,24.16,25.3,25.85,1.04,10.82,56.0,5.14,1256590282.0,1048921282.0,0.81,0.85,-1.9,35.37
5461,688232,新点软件,40.0,-4.08,-1.7,109494.0,444851021.0,6.02,42.3,39.79,40.91,41.7,0.85,6.31,-712.81,2.47,13200000000.0,6939230080.0,-0.12,0.0,20.19,37.98
5462,688018,乐鑫科技,229.45,-4.08,-9.77,53126.0,1226799548.0,5.29,239.66,227.0,235.1,239.22,1.25,4.73,76.89,12.64,25744388893.0,25744388893.0,-0.02,0.21,75.43,5.25
5463,837821,则成电子,39.4,-4.09,-1.68,38258.0,153251739.83,5.21,41.36,39.22,41.36,41.08,0.66,7.52,141.07,7.55,3893899163.0,2004591072.0,0.0,-0.38,8.39,22.78
5464,002801,微光股份,33.73,-4.09,-1.44,85937.0,290153203.1,5.66,35.0,33.01,33.98,35.17,1.04,7.42,25.02,4.64,7745487360.0,3906025071.0,0.09,0.09,43.96,37.9
5465,832278,鹿得医疗,9.6,-4.1,-0.41,66264.0,64818080.66,6.59,10.16,9.5,9.88,10.01,0.6,8.77,68.88,4.33,1689600000.0,725260800.0,-0.52,0.1,-6.43,34.27
5466,300676,华大基因,62.42,-4.1,-2.67,173857.0,1088729629.14,5.02,64.6,61.33,64.0,65.09,0.72,4.21,-156.78,2.64,25955582712.0,25749506327.0,-0.37,-0.06,33.43,48.73
5467,603228,景旺电子,37.85,-4.1,-1.62,363640.0,1395590845.0,6.59,40.1,37.5,39.5,39.47,0.9,3.95,29.27,3.25,35296348009.0,34844740734.0,0.0,-0.08,49.37,35.96
5468,688085,三友医疗,18.21,-4.11,-0.78,33295.0,60640055.0,5.27,18.99,17.99,18.99,18.99,1.13,1.34,422.05,2.27,4822964553.0,4524338872.0,0.05,0.22,-16.89,-14.06
5469,601116,三江购物,11.84,-4.13,-0.51,327829.0,389351248.0,3.48,12.15,11.72,12.05,12.35,0.63,5.99,40.17,2.03,6484512256.0,6484512256.0,-0.08,-0.25,15.74,8.82
5470,301070,开勒股份,60.77,-4.13,-2.62,29721.0,180296494.12,5.1,62.44,59.21,61.95,63.39,0.73,6.99,352.55,4.87,3923019504.0,2582822232.0,-0.05,0.12,14.27,9.46
5471,002899,英派斯,25.14,-4.16,-1.09,116946.0,290229774.01,7.4,26.16,24.22,26.13,26.23,1.2,7.91,31.92,2.21,3715615977.0,3715615977.0,0.04,0.28,22.93,12.13
5472,603722,阿科力,43.8,-4.16,-1.9,13402.0,59154462.0,4.9,45.74,43.5,45.74,45.7,1.01,1.52,-463.34,4.44,4191665300.0,3851662500.0,-0.11,-0.11,-7.89,4.29
5473,603016,新宏泰,35.25,-4.16,-1.53,30577.0,108383573.0,3.32,36.32,35.1,36.23,36.78,1.34,2.06,75.07,6.3,5222640000.0,5222640000.0,0.14,0.14,21.01,-5.5
5474,300253,卫宁健康,12.44,-4.16,-0.54,2168298.0,2673456139.02,5.86,12.8,12.04,12.8,12.98,0.65,11.46,132.2,4.7,27255830784.0,23526992895.0,0.0,-0.16,54.53,73.74
5475,872374,云里物里,36.36,-4.16,-1.58,40297.0,148208510.56,7.59,38.76,35.88,38.5,37.94,0.84,11.93,101.19,11.69,2963994480.0,1228600073.0,0.03,0.17,-3.25,44.4
5476,600225,退市卓朗,0.23,-4.17,-0.01,565168.0,13357195.0,4.17,0.24,0.23,0.24,0.24,0.61,1.66,-2.37,0.45,784620703.0,784029845.0,-4.17,0.0,-84.35,-81.45
5477,603337,杰克股份,31.84,-4.18,-1.39,53735.0,171689532.0,5.12,33.3,31.6,33.3,33.23,1.54,1.13,18.63,3.48,15381668097.0,15166245025.0,0.03,0.06,-2.99,4.53
5478,688515,裕太微-U,112.22,-4.18,-4.9,21779.0,247785319.0,5.11,117.0,111.01,117.0,117.12,1.03,4.37,-48.11,5.4,8977600000.0,5590733068.0,-0.16,-0.16,20.25,13.35
5479,603068,博通集成,37.91,-4.2,-1.66,101161.0,387645086.0,3.23,39.08,37.8,38.97,39.57,0.92,6.73,-125.59,3.42,5702610461.0,5702610461.0,0.03,-0.05,31.63,37.11
5480,300543,朗科智能,13.01,-4.2,-0.57,440846.0,569618769.05,6.55,13.59,12.7,13.4,13.58,1.11,20.87,57.09,3.4,3488482744.0,2748282671.0,-0.38,-0.46,25.46,24.14
5481,603579,荣泰健康,16.58,-4.22,-0.73,114603.0,190703371.0,3.81,17.11,16.45,17.04,17.31,1.26,6.46,15.48,1.55,2940992433.0,2940992433.0,0.0,-0.06,13.56,14.34
5482,600814,杭州解百,8.54,-4.26,-0.38,347572.0,298446328.0,3.14,8.74,8.46,8.63,8.92,0.77,4.76,19.68,1.74,6277801807.0,6229862944.0,0.12,0.0,23.95,3.02
5483,603109,神驰机电,20.4,-4.27,-0.91,187664.0,384992594.0,15.77,22.98,19.62,22.36,21.31,1.21,8.99,23.8,2.3,4260506544.0,4260506544.0,0.34,0.2,32.81,14.93
5484,301379,天山电子,25.94,-4.28,-1.16,91249.0,238480096.74,5.39,27.1,25.64,26.83,27.1,0.85,9.77,26.34,2.7,3680263440.0,2423457470.0,0.0,-0.19,25.44,28.42
5485,002353,杰瑞股份,35.62,-4.3,-1.6,182683.0,656470292.74,4.97,37.12,35.27,36.65,37.22,1.34,2.63,17.11,1.81,36469744771.0,24700167701.0,0.06,0.0,-4.81,-3.7
5486,688626,翔宇医疗,37.3,-4.31,-1.68,33510.0,124375211.0,5.26,38.33,36.28,38.0,38.98,1.11,2.09,57.67,2.93,5968000000.0,5968000000.0,0.0,0.27,16.6,26.91
5487,688312,燕麦科技,29.5,-4.35,-1.34,33470.0,100724008.0,6.19,31.11,29.2,30.84,30.84,1.25,2.31,43.44,2.99,4273031812.0,4273031812.0,0.17,0.27,-15.23,-4.22
5488,688213,思特威-W,96.0,-4.36,-4.38,111670.0,1082291480.0,6.24,100.78,94.52,99.05,100.38,0.88,3.46,105.89,9.41,38576790912.0,31012250208.0,-0.12,-0.02,31.6,23.52
5489,603206,嘉环科技,19.26,-4.42,-0.89,370156.0,753159095.0,15.48,22.17,19.05,22.17,20.15,3.55,42.45,58.52,2.65,5878151769.0,1679471769.0,0.0,-0.16,13.49,10.82
5490,600857,宁波中百,8.79,-4.46,-0.41,97639.0,86877944.0,3.37,9.06,8.75,8.95,9.2,1.33,4.35,-184.56,2.34,1971772088.0,1971772088.0,-0.11,-0.11,20.08,-5.48
5491,603716,塞力医疗,10.29,-4.46,-0.48,323939.0,339335322.0,8.45,11.11,10.2,10.99,10.77,0.66,16.96,-26.31,2.02,1965269134.0,1965269134.0,0.0,0.0,17.2,42.52
5492,832149,利尔达,14.57,-4.46,-0.68,183456.0,272496910.88,7.61,15.46,14.3,14.96,15.25,0.76,15.9,-41.92,8.84,6143149100.0,1681534278.0,0.0,0.07,8.89,64.26
5493,002175,东方智造,5.74,-4.49,-0.27,1561946.0,901885522.25,3.99,5.95,5.71,5.95,6.01,0.67,12.23,162.11,11.94,7328721373.0,7328678323.0,-0.17,0.0,53.89,37.32
5494,688332,中科蓝讯,119.96,-4.51,-5.66,60324.0,721432208.0,6.74,125.37,116.9,125.37,125.62,1.28,13.7,52.36,3.71,14431817790.0,5280807264.0,-0.02,-0.03,20.94,-8.08
5495,301299,卓创资讯,76.36,-4.53,-3.62,45672.0,350726370.23,5.44,79.85,75.5,79.85,79.98,0.85,12.97,65.28,7.83,4581600000.0,2689451736.0,-0.01,-0.18,34.67,30.49
5496,300946,恒而达,35.01,-4.53,-1.66,62270.0,217815810.77,6.84,36.6,34.09,36.6,36.67,0.74,10.93,39.88,3.59,4201410060.0,1994204610.0,0.03,0.26,22.71,28.9
5497,300913,兆龙互连,61.49,-4.53,-2.92,173020.0,1050715136.96,4.18,61.99,59.3,61.5,64.41,1.05,8.15,133.22,13.84,15960451147.0,13051562164.0,0.29,0.46,82.14,6.92
5498,688577,浙海德曼,55.06,-4.54,-2.62,23110.0,127734788.0,6.52,57.49,53.73,57.01,57.68,0.6,3.05,189.35,4.35,4376472786.0,4178462766.0,-0.22,0.09,52.99,40.53
5499,605336,帅丰电器,17.85,-4.55,-0.85,272993.0,517884271.0,15.08,20.57,17.75,20.57,18.7,2.1,14.88,55.71,1.72,3273912233.0,3273912233.0,-0.17,0.28,34.11,39.02
5500,600588,用友网络,16.78,-4.55,-0.8,1646602.0,2825146501.0,8.36,18.0,16.53,17.2,17.58,0.64,4.82,-29.55,6.56,57337216523.0,57337216523.0,0.12,0.18,33.71,56.38
5501,600835,上海机电,22.22,-4.55,-1.06,765154.0,1677374268.0,7.82,22.89,21.07,22.65,23.28,1.64,9.49,23.4,1.68,22725267424.0,17920525546.0,0.0,0.09,8.39,24.0
5502,000004,国华网安,12.78,-4.56,-0.61,152866.0,192167648.0,6.65,12.94,12.05,12.05,13.39,1.61,12.1,-35.42,10.59,1691820004.0,1613961829.0,0.0,0.0,-29.63,-7.66
5503,002426,胜利精密,3.56,-4.56,-0.17,5787758.0,2075385639.07,5.09,3.7,3.51,3.63,3.73,1.19,17.01,-317.15,3.67,12113348261.0,12113255612.0,0.0,0.0,39.61,32.84
5504,300585,奥联电子,17.55,-4.57,-0.84,100951.0,178163271.0,4.79,18.18,17.3,18.03,18.39,0.84,5.9,-919.38,4.19,3002999998.0,3002999998.0,-0.06,-0.11,15.31,22.21
5505,301378,通达海,35.15,-4.59,-1.69,64360.0,226143224.3,5.65,36.13,34.05,35.92,36.84,0.83,14.67,-52.25,2.5,3395490000.0,1541753131.0,0.0,0.06,6.74,22.73
5506,600636,国新文化,8.51,-4.6,-0.41,193859.0,165344739.0,2.8,8.68,8.43,8.62,8.92,0.64,4.42,-152.5,1.53,3732799185.0,3732799185.0,0.0,0.0,-20.09,-8.3
5507,831834,三维股份,10.32,-4.62,-0.5,72161.0,74228472.92,5.36,10.58,10.0,10.35,10.82,1.06,11.49,33.79,4.39,1238400052.0,648059250.0,-0.67,0.1,-8.67,41.37
5508,002211,宏达新材,4.11,-4.64,-0.2,412439.0,169792169.0,3.94,4.22,4.05,4.18,4.31,0.75,9.54,-73.83,39.32,1777475452.0,1777475452.0,0.0,0.0,-1.2,16.1
5509,831278,泰德股份,12.53,-4.64,-0.61,111426.0,142736874.62,8.6,13.53,12.4,12.93,13.14,1.17,11.43,64.09,5.37,1948740780.0,1221811777.0,0.16,0.0,22.72,43.53
5510,002841,视源股份,44.49,-4.65,-2.17,165231.0,749531984.3,5.7,46.92,44.26,45.8,46.66,1.04,3.17,31.87,2.44,30965776087.0,23195034255.0,0.02,0.2,14.87,20.54
5511,300846,首都在线,25.62,-4.65,-1.25,1260007.0,3158816303.54,6.92,25.97,24.11,25.78,26.87,0.9,32.29,-65.67,11.94,12821840283.0,9998403632.0,-0.04,0.51,80.93,84.18
5512,000988,华工科技,46.91,-4.65,-2.29,693641.0,3279409806.8,3.27,48.29,46.68,48.11,49.2,0.94,6.9,37.73,4.76,47168131985.0,47143877170.0,0.06,-0.02,25.8,8.34
5513,603286,日盈电子,29.89,-4.66,-1.46,150097.0,444129557.0,8.2,30.89,28.32,30.89,31.35,0.7,13.13,272.44,4.01,3484932818.0,3416544498.0,-0.47,-0.4,55.11,52.66
5514,688737,中自科技,19.78,-4.67,-0.97,37327.0,73892076.0,6.6,20.77,19.4,20.75,20.75,1.18,5.3,-125.88,1.29,2364985988.0,1393867959.0,0.25,0.46,6.34,11.06
5515,003001,中岩大地,38.11,-4.68,-1.87,62846.0,239235237.02,11.81,40.7,35.98,38.79,39.98,1.77,8.59,99.25,4.11,4829752175.0,2788558243.0,-0.31,-0.7,-6.09,-17.15
5516,300468,四方精创,18.25,-4.7,-0.9,458300.0,847283622.72,5.12,18.96,17.98,18.88,19.15,0.81,8.67,138.29,5.97,9684349269.0,9651535513.0,0.0,0.16,-10.71,11.96
5517,688182,灿勤科技,20.27,-4.7,-1.0,81128.0,164942128.0,5.45,21.22,20.06,21.02,21.27,0.89,2.03,145.59,3.72,8108000000.0,8108000000.0,0.0,0.05,4.75,13.37
5518,603003,*ST龙宇,5.22,-4.74,-0.26,92835.0,48509196.0,2.55,5.35,5.21,5.35,5.48,1.18,2.47,-17.93,0.55,1964251203.0,1964251203.0,0.0,0.0,-1.88,7.19
5519,300731,科创新源,25.29,-4.75,-1.26,151430.0,387290970.0,4.9,26.34,25.04,26.05,26.55,1.47,12.6,224.69,5.29,3197460323.0,3038796806.0,0.0,0.0,15.85,17.03
5520,300173,福能东方,6.8,-4.76,-0.34,759103.0,523449452.13,4.48,7.08,6.76,7.08,7.14,0.71,10.33,553.54,5.5,4996134746.0,4996134746.0,0.0,0.0,-16.77,20.35
5521,300758,七彩化学,12.95,-4.78,-0.65,250832.0,325430590.9,4.41,13.24,12.64,13.24,13.6,1.16,7.09,32.8,3.08,5258199818.0,4579728961.0,-0.08,-0.08,-1.82,8.1
5522,837092,汉鑫科技,50.45,-4.81,-2.55,35761.0,182847401.93,6.94,52.88,49.2,52.0,53.0,0.86,11.2,536.06,8.15,3131920865.0,1610853617.0,0.28,0.16,3.32,44.14
5523,300785,值得买,37.96,-4.81,-1.92,175056.0,664770010.39,3.56,38.85,37.43,38.85,39.88,1.13,14.32,1488.06,4.12,7548545024.0,4641143831.0,-0.18,-0.39,26.62,13.31
5524,838227,美登科技,61.2,-4.82,-3.1,15231.0,94745269.74,3.87,63.57,61.08,63.08,64.3,0.8,8.64,57.25,5.95,2383219800.0,1078570685.0,-0.23,-0.13,8.7,26.06
5525,603171,税友股份,43.39,-4.83,-2.2,59440.0,262711972.0,4.94,45.4,43.15,44.75,45.59,0.73,1.46,114.18,7.07,17649457418.0,17611567100.0,-0.05,-0.25,44.01,42.26
5526,000584,*ST工智,2.95,-4.84,-0.15,325402.0,96327423.8,1.94,3.01,2.95,2.95,3.1,1.17,4.29,89.38,3.99,2244765852.0,2238650921.0,0.0,0.0,-6.05,-9.51
5527,603138,海量数据,17.09,-4.84,-0.87,253262.0,433334376.0,3.9,17.58,16.88,17.58,17.96,0.97,8.95,-86.55,6.09,5030146014.0,4838469359.0,0.06,0.12,-2.84,18.93
5528,600421,华嵘控股,7.25,-4.86,-0.37,168452.0,121897696.0,5.77,7.53,7.09,7.48,7.62,0.63,8.61,-386.53,153.87,1418100000.0,1418100000.0,0.28,0.42,-36.35,-0.28
5529,688620,安凯微,16.44,-4.86,-0.84,259092.0,429021379.0,4.46,17.0,16.23,16.99,17.28,0.77,11.34,-215.96,4.36,6444480000.0,3754871669.0,0.0,0.06,70.01,63.58
5530,603388,ST元成,3.52,-4.86,-0.18,139964.0,49375896.0,2.43,3.61,3.52,3.52,3.7,0.85,4.3,-10.37,1.05,1146582173.0,1146582173.0,0.0,0.0,16.17,32.83
5531,002490,ST墨龙,3.71,-4.87,-0.19,304762.0,114131797.7,5.13,3.91,3.71,3.9,3.9,0.95,5.63,33.95,6.04,2960017564.0,2009400461.0,0.0,0.0,34.42,33.45
5532,603882,金域医学,37.29,-4.87,-1.91,214687.0,800228789.0,5.26,38.59,36.53,38.1,39.2,0.6,4.67,138.07,2.33,17274901075.0,17158418376.0,-0.24,-0.32,15.45,39.92
5533,689009,九号公司-WD,59.0,-4.88,-3.03,153881.0,915618236.0,4.18,61.2,58.61,61.15,62.03,1.31,2.8,32.73,6.98,42320760003.0,32436378552.0,0.1,0.32,29.36,24.21
5534,300019,硅宝科技,18.45,-4.9,-0.95,540358.0,994017297.52,7.16,19.25,17.86,18.0,19.4,1.58,15.63,34.35,2.9,7253003115.0,6377432738.0,-0.86,-1.34,-3.66,26.02
5535,830896,旺成科技,20.06,-4.93,-1.04,49093.0,102285604.62,9.29,21.97,20.01,21.88,21.1,0.82,11.06,42.19,4.89,2030558254.0,890700309.0,0.0,-0.45,11.26,42.27
5536,600165,*ST宁科,3.66,-4.94,-0.19,259320.0,95771700.0,3.64,3.8,3.66,3.8,3.85,0.88,3.79,-3.92,-5.99,2506674617.0,2506674617.0,0.0,0.0,85.79,50.62
5537,002656,*ST摩登,2.5,-4.94,-0.13,213207.0,53563509.0,3.42,2.59,2.5,2.5,2.63,0.73,3.5,-102.26,4.93,1781299610.0,1523643888.0,0.0,0.0,89.39,89.39
5538,603007,ST花王,8.46,-4.94,-0.44,110886.0,94511811.0,3.6,8.78,8.46,8.6,8.9,1.24,2.22,-63.16,8.68,7418541014.0,4228568382.0,0.0,0.0,11.17,-15.9
5539,688049,炬芯科技,47.98,-4.95,-2.5,114814.0,551735129.0,2.77,48.9,47.5,48.9,50.48,1.12,10.23,66.16,3.73,7011624664.0,5386622670.0,-0.04,-0.06,32.03,6.93
5540,603258,电魂网络,24.55,-4.96,-1.28,139658.0,342572467.0,6.0,25.49,23.94,25.47,25.83,0.55,5.8,60.25,2.69,6003269193.0,5907769693.0,-0.49,-0.81,13.66,23.43
5541,603618,杭电股份,6.51,-4.96,-0.34,648896.0,422931163.0,6.42,6.8,6.36,6.8,6.85,2.55,9.39,27.88,1.5,4500855260.0,4500855260.0,0.0,0.15,16.04,19.89
5542,833509,同惠电子,18.1,-4.99,-0.95,63608.0,116385765.44,6.77,19.09,17.8,19.09,19.05,1.13,7.71,79.32,9.12,2929588098.0,1492315642.0,0.11,0.95,-9.5,27.11
5543,600608,ST沪科,3.23,-5.0,-0.17,39852.0,13054029.0,5.88,3.43,3.23,3.39,3.4,1.27,1.25,4117.18,24.31,1062222454.0,1028339754.0,0.0,0.0,-22.36,0.94
5544,688080,映翰通,47.96,-5.01,-2.53,56864.0,273359557.0,6.04,50.05,47.0,50.05,50.49,0.9,7.7,31.86,3.56,3541934342.0,3541934342.0,0.0,0.02,35.98,45.69
5545,300660,江苏雷利,71.05,-5.01,-3.75,379751.0,2676481209.26,9.1,74.7,67.89,74.7,74.8,1.06,11.9,70.65,6.71,22692179841.0,22675023398.0,0.06,-0.03,120.17,85.9
5546,002916,深南电路,152.5,-5.01,-8.05,73410.0,1131369731.47,5.79,160.37,151.08,158.65,160.55,0.78,1.44,39.42,5.5,78213824088.0,77898835948.0,0.13,0.28,48.29,22.0
5547,688719,爱科赛博,34.43,-5.02,-1.82,77965.0,269818505.0,5.79,35.91,33.81,35.86,36.25,2.25,10.61,84.66,2.25,3972719942.0,2530602865.0,0.03,0.97,13.07,21.66
5548,000851,ST高鸿,2.64,-5.04,-0.14,462206.0,123281466.29,3.96,2.75,2.64,2.66,2.78,1.9,4.08,-36.44,1.08,3056750453.0,2988419982.0,0.0,0.0,-32.31,-12.58
5549,603501,韦尔股份,150.0,-5.05,-7.98,548579.0,8277731647.0,4.42,155.44,148.46,155.44,157.98,0.94,4.51,57.6,8.14,182418530250.0,182418530250.0,-0.01,-0.01,43.24,43.66
5550,300921,南凌科技,33.3,-5.07,-1.78,132331.0,440220894.69,4.76,34.26,32.59,34.21,35.08,0.78,16.66,571.84,5.41,4385337107.0,2644589597.0,0.06,-0.15,35.75,22.88
5551,001211,双枪科技,22.99,-5.08,-1.23,35272.0,82446049.16,4.54,24.07,22.97,23.72,24.22,1.79,5.26,87.72,1.93,1655280000.0,1540251259.0,-0.04,-0.73,19.86,18.51
5552,000488,ST晨鸣,2.24,-5.08,-0.12,23382.0,5237568.0,0.0,2.24,2.24,2.24,2.36,0.08,0.14,-6.96,0.41,6588861888.0,3753846947.0,0.0,0.0,-35.45,-26.56
5553,603699,纽威股份,25.52,-5.09,-1.37,139242.0,358037063.0,7.18,26.98,25.05,26.98,26.89,2.49,1.85,17.77,4.88,19613999829.0,19259686069.0,0.0,-0.16,7.63,15.11
5554,002970,锐明技术,51.67,-5.14,-2.8,95035.0,496766258.85,5.03,53.85,51.11,53.85,54.47,0.96,8.19,31.16,5.54,9152509181.0,5993336867.0,0.02,0.19,12.79,8.48
5555,002195,岩山科技,4.97,-5.15,-0.27,5873814.0,2933610576.87,2.48,5.08,4.95,5.08,5.24,1.28,10.46,500.09,2.89,28237276642.0,27896853590.0,0.0,0.0,53.4,25.19
5556,002354,天娱数科,7.7,-5.17,-0.42,3277870.0,2571782665.93,6.16,8.16,7.66,8.04,8.12,0.84,20.25,-1113.44,9.13,12740310814.0,12461456561.0,0.0,0.13,43.66,43.39
5557,688135,利扬芯片,21.76,-5.19,-1.19,158876.0,344578772.0,6.27,22.65,21.21,22.33,22.95,0.95,7.93,-267.98,3.92,4358726886.0,4358726886.0,0.0,0.0,16.49,8.42
5558,688003,天准科技,55.0,-5.19,-3.01,118689.0,663529950.0,6.12,58.05,54.5,58.05,58.01,1.06,6.13,-584.28,5.92,10647725000.0,10647725000.0,-0.13,0.07,8.27,27.02
5559,600678,四川金顶,8.91,-5.21,-0.49,1336626.0,1224860717.0,14.89,10.0,8.6,8.6,9.4,1.71,38.3,-378.33,13.88,3109500900.0,3109500900.0,0.0,0.0,19.6,36.24
5560,300078,思创医惠,4.72,-5.22,-0.26,1449525.0,682270329.06,5.82,4.9,4.61,4.9,4.98,0.52,13.02,-13.95,6.6,5276356926.0,5255092939.0,0.21,0.21,30.03,55.26
5561,300359,全通教育,6.71,-5.23,-0.37,542278.0,364606722.5,6.5,7.01,6.55,7.0,7.08,0.68,8.56,-77.16,6.46,4249667262.0,4249454387.0,0.0,0.15,6.34,27.57
5562,688246,嘉和美康,39.11,-5.23,-2.16,71789.0,284835389.0,7.29,41.69,38.68,40.1,41.27,0.54,7.11,-97.81,3.01,5380972738.0,3948234167.0,0.08,0.33,27.73,57.7
5563,600183,生益科技,32.46,-5.25,-1.8,625520.0,2045593213.0,5.9,33.97,31.95,33.83,34.26,1.75,2.64,43.1,5.5,78857042804.0,76973660110.0,-0.09,0.15,52.54,34.97
5564,835508,殷图网联,35.54,-5.28,-1.98,24059.0,87691772.28,7.44,37.87,35.08,37.87,37.52,0.97,9.24,-170.84,9.26,1777000000.0,925372750.0,0.2,0.25,-0.73,23.15
5565,688377,迪威尔,19.56,-5.28,-1.09,32995.0,64730590.0,7.7,20.82,19.23,20.82,20.65,1.75,1.69,44.75,2.15,3807686520.0,3807686520.0,-0.1,1.35,31.28,1.45
5566,300192,科德教育,19.67,-5.3,-1.1,361527.0,717783191.5,4.48,20.4,19.47,20.37,20.77,0.85,17.2,45.71,7.9,6474249281.0,4134060246.0,0.05,0.05,37.07,24.49
5567,600120,浙江东方,7.32,-5.3,-0.41,2536123.0,1876183384.0,4.92,7.68,7.3,7.67,7.73,0.59,7.43,44.83,1.6,25000592521.0,25000592521.0,0.0,0.0,53.46,57.08
5568,300680,隆盛科技,39.58,-5.31,-2.22,215177.0,851157218.52,7.58,41.3,38.13,40.5,41.8,0.84,12.47,44.65,4.97,9143940923.0,6829075374.0,0.0,-0.18,49.87,65.19
5569,300249,依米康,19.2,-5.33,-1.08,1252649.0,2532908892.62,11.14,21.45,19.19,20.01,20.28,1.15,33.53,857.4,20.35,8457369485.0,7173060960.0,-0.16,-0.83,72.04,50.23
5570,605398,新炬网络,37.51,-5.33,-2.11,140324.0,528713268.0,6.51,39.13,36.55,39.13,39.62,0.68,8.62,184.16,5.88,6103491376.0,6103491376.0,0.0,-0.03,96.39,72.7
5571,688060,云涌科技,39.59,-5.33,-2.23,9752.0,39016319.0,6.62,41.97,39.2,41.97,41.82,2.05,1.62,430.73,2.51,2382950922.0,2382950922.0,0.0,0.13,-2.05,11.49
